"X","cev_st","cev_lvl","prod_type_st","prod_type_lvl","statesid","cash_tt","EjVcev","EjV","counter_policy","EjVcev_gap"
1869009,"cev0",0,"A8993",8993,602,1.29767458752854,-1.34666841233315,-1.34666841233315,"19E1kapTkTr28",0
1888509,"cev0",0,"A10189",10189,602,1.46246219475021,-0.118075240992688,-0.118075240992688,"19E1kapTkTr28",0
1908009,"cev0",0,"A12244",12244,602,1.79615334002078,1.88650102987062,1.88650102987062,"19E1kapTkTr28",0
1869022,"cev0",0,"A8993",8993,606,4.6435608620313,3.06840699356223,3.06840699356223,"19E1kapTkTr28",0
1888522,"cev0",0,"A10189",10189,606,5.11951313747405,3.35838173853345,3.35838173853345,"19E1kapTkTr28",0
1908022,"cev0",0,"A12244",12244,606,6.08330563719145,3.76771402015233,3.76771402015233,"19E1kapTkTr28",0
1869035,"cev0",0,"A8993",8993,612,6.51599744700778,3.50271792235995,3.50271792235995,"19E1kapTkTr28",0
1888535,"cev0",0,"A10189",10189,612,6.99194972245053,3.6755468265861,3.6755468265861,"19E1kapTkTr28",0
1908035,"cev0",0,"A12244",12244,612,7.95574222216793,3.93879312098145,3.93879312098145,"19E1kapTkTr28",0
1869048,"cev0",0,"A8993",8993,613,4.19579947372225,2.90895203446278,2.90895203446278,"19E1kapTkTr28",0
1888548,"cev0",0,"A10189",10189,613,4.25285341987385,3.11293853519002,3.11293853519002,"19E1kapTkTr28",0
1908048,"cev0",0,"A12244",12244,613,4.36838635924061,3.49324494535751,3.49324494535751,"19E1kapTkTr28",0
1869061,"cev0",0,"A8993",8993,615,7.49455309873269,3.63957831730217,3.63957831730217,"19E1kapTkTr28",0
1888561,"cev0",0,"A10189",10189,615,7.97050537417544,3.78352079246178,3.78352079246178,"19E1kapTkTr28",0
1908061,"cev0",0,"A12244",12244,615,8.93429787389284,4.00378262245912,4.00378262245912,"19E1kapTkTr28",0
1869074,"cev0",0,"A8993",8993,618,8.50246542000934,3.7518636692679,3.7518636692679,"19E1kapTkTr28",0
1888574,"cev0",0,"A10189",10189,618,8.97841769545209,3.87130869913589,3.87130869913589,"19E1kapTkTr28",0
1908074,"cev0",0,"A12244",12244,618,9.94221019516949,4.05744566322345,4.05744566322345,"19E1kapTkTr28",0
1869087,"cev0",0,"A8993",8993,620,7.09024587931048,3.58644740438462,3.58644740438462,"19E1kapTkTr28",0
1888587,"cev0",0,"A10189",10189,620,7.25503348653215,3.70699256736213,3.70699256736213,"19E1kapTkTr28",0
1908087,"cev0",0,"A12244",12244,620,7.58872463180272,3.91141515046214,3.91141515046214,"19E1kapTkTr28",0
1869100,"cev0",0,"A8993",8993,633,14.0141431201863,4.08623588676895,4.08623588676895,"19E1kapTkTr28",0
1888600,"cev0",0,"A10189",10189,633,14.4900953956291,4.14470100339102,4.14470100339102,"19E1kapTkTr28",0
1908100,"cev0",0,"A12244",12244,633,15.4538878953465,4.2415796894004,4.2415796894004,"19E1kapTkTr28",0
1869113,"cev0",0,"A8993",8993,643,15.7503846813821,4.14638120665178,4.14638120665178,"19E1kapTkTr28",0
1888613,"cev0",0,"A10189",10189,643,15.8074386275337,4.18448441587548,4.18448441587548,"19E1kapTkTr28",0
1908113,"cev0",0,"A12244",12244,643,15.9229715669005,4.25215873701879,4.25215873701879,"19E1kapTkTr28",0
1869126,"cev0",0,"A8993",8993,646,17.1049345588885,4.18462036419784,4.18462036419784,"19E1kapTkTr28",0
1888626,"cev0",0,"A10189",10189,646,17.1619885050401,4.21851108014567,4.21851108014567,"19E1kapTkTr28",0
